517	0.633695
581	0.89168
645	1.21948
709	1.6503
773	2.14392
837	2.75248
901	3.49905
965	4.3982
1029	5.4009
1093	6.69742
1157	8.24428
1221	10.0108
1285	12.6745
1349	15.398
1413	19.9
1477	22.9632
1541	27.323
1605	31.8463
1669	36.7503
1733	42.3533
1797	47.1328
1861	52.7007
1925	59.2765
